0, GPU-f0b490e4-9ea7-bcba-db8e-191802ca82fb, 00000000:18:00.0
1, GPU-f6290630-da76-db66-7c08-bc28da208983, 00000000:2A:00.0
2, GPU-fbf91574-8f92-958b-f3a2-35dbd9c396cf, 00000000:3A:00.0
3, GPU-bfb97a3f-0fe7-6632-bd5d-90bac11f603a, 00000000:5D:00.0
4, GPU-ec5bba54-ba3f-c9b6-f10f-287cab070b56, 00000000:9A:00.0
5, GPU-707fbc08-5003-19f2-b619-febf94e6472f, 00000000:BA:00.0
6, GPU-f5df2f15-aa0e-d028-73dd-2073fd289503, 00000000:DB:00.0
