0, GPU-6233abeb-5ecf-3375-e9d7-ead8694d3138, 00000000:18:00.0
1, GPU-fdfaf9ba-c9ce-f4de-64f6-42386d9a7d26, 00000000:3A:00.0
2, GPU-294fc379-f5a9-c9f0-1e03-9adc4981a5d9, 00000000:5D:00.0
3, GPU-ae2da921-35dd-b643-00be-4d8788681bd5, 00000000:9A:00.0
4, GPU-24cc3d02-704b-ac26-77c3-47b3ac7a9e73, 00000000:AB:00.0
5, GPU-f0afd6dd-222e-316d-da29-13b88ced5f3a, 00000000:BA:00.0
6, GPU-d8430bd6-a293-1e05-7a31-6a30d7fc38fe, 00000000:DB:00.0
