0, GPU-62e40e7f-3049-ceef-ddbc-089ee45d611f, 00000000:18:00.0
1, GPU-349a567d-585b-9c34-2403-a3727c8570d0, 00000000:2A:00.0
2, GPU-ae98de17-bdc6-777b-2a0c-a77907e76d1d, 00000000:3A:00.0
3, GPU-5aec7345-42ec-dfea-f18b-a9cdcdaf658d, 00000000:5D:00.0
4, GPU-8318ef3b-df22-636d-8051-27b5f1448ab6, 00000000:9A:00.0
5, GPU-df7223ae-60b2-2d3b-8872-ae1c12347929, 00000000:AB:00.0
6, GPU-04a2e9d0-dd9a-89f5-9250-ad6fd25dfe61, 00000000:BA:00.0
7, GPU-638fa215-161d-1c5a-169e-c779a001cc37, 00000000:DB:00.0
