0, GPU-87607fb3-9981-6537-f28a-8b2311c9fbd8, 00000000:18:00.0
1, GPU-79fc3dd3-67e9-b996-9910-4cbeac633f12, 00000000:2A:00.0
2, GPU-905a07db-2443-c3b3-1296-a77a6e1776ca, 00000000:3A:00.0
3, GPU-f2a4598a-fd60-b087-db70-b4b6b4a83890, 00000000:5D:00.0
4, GPU-13adee24-140a-b0ff-b039-cb56602e0ee9, 00000000:9A:00.0
5, GPU-aecd7565-ae0a-2f06-5313-4d7a3c9f2eb5, 00000000:AB:00.0
6, GPU-674e15d6-a98d-620c-8492-8fca692e7895, 00000000:BA:00.0
7, GPU-89d948c3-30f5-a08b-235b-f401e7c5b503, 00000000:DB:00.0
